RegistrationNumber,LabelName,Class,Order,Family,ScientificName,DateTaxonomyCorrected,TaxonomyNotes,TypeStatus,Country,Locality,Latitude,Longitude,Extent_km,Certainty,Type,NOTES,Georeferencer,DateGeoreferenced,Validated
,,Amphibia,Caudata,Cryptobranchidae,Andrias japonicus,Nov-17,,"Type of Triton japonicus Temminck, 1836, Megalobatrachus sieboldi Tschudi, 1837, Salamandra maximaÊSchlegelÊInÊTschudi, 1837 - Original registration 1859.7.11.1 - Lectotype designated by Hoogmoed, M. S. 1978. An annotated review of the salamander types described in the Fauna Japonica. Zoologische Mededelingen. Leiden 53: 91_105.",Japan,Japan,36.482,138.734,1557.9,100%,2.1,"Looked for further details via specimens and museum paper records, found that both read ""Japan"". AMNH gives further detail: http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Caudata/Cryptobranchidae/Andrias/Andrias-japonicus, data associated with original specimen is ""Sakanost'a, a small village at the foot of ""mont souzouga yama a 12 Ri environ a L'est de Miyako"" and 'the mountains here called ""suzuka"" and are in the province of Omi 'on the way from Tsuchiyama to Sakanoshita'. However, it is not clear which of the specimens of the type series is from that locality. Hoogmoed (1978) suggests using this locality as type locality but becuase it is not definite and records at the msueum only specify Japan I decided to georeference that using the country midpoint document instead. I was unable to use the normal named place border function on google maps for this locality so instead I looked up a map of Japan to estimate where to draw the extent to (https://www.roughguides.com/maps/asia/japan/). I drew it from the givne coordinates out to the furthest point of Okinawa island. This specimen has a high certainty score as the extent is massive, can be certain that specimen was located within this km range. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Aneides lugubris,Nov-17,,"Holotype of Ambystoma punctulatum Gray, 1850 - Original registration I.III.4.5",USA,"""Monterey, California"", USA",36.599873,-121.894107,8.25,75%,2.3,"Monterey, California instantly showed up as named place on Google maps. midpoint taken from loclaity name, extent measured from this point to furthest point within named place border. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Hynobiidae,Batrachuperus pinchonii,Nov-17,,"Type of Salamandrella sinensis Sauvage, 1876 - Original registration 1882.7.14.51",China,"Moupin, China (updated to Baoxing County)",30.545057,102.796738,43.3,50%,2.2,"Moupin (China) returned no results on google maps, but found ""The mammals of Moupin"" (Nature 10, 32-33 1874) which described Moupin as one of the small independent principalities on the west of the Chinese province Sechuan & stated that it was situated amongst the ""Yungling Mountains"" which separate China from Tibet. Googled the mountain range and found they are now known as the ""Yun Range"", running between the Lancang River & Jinsha River (Wikipedia). Then found these localities on google maps (had to move pins to correct adjacent river as they mapped in nearby vegetation). Placed the midpoint between the two river points (27.730735, 99.978493), then measured to furthest point where there are continuous mountains to get the extent. Found that this midpoint is actually very close to ""Yun ling, Deqen, Yunnan, China, which is the locality that shows when ""Yungling Mountains"" is searched in Google maps, the extent from this point to end of continuous mountains also similar. Certainty score low due to lack of locality detail, locality category set to show that this is a mixture between mountain range and district/described area. After all of this, I looked up the species on AMNH (http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Caudata/Hynobiidae/Hynobiinae/Batrachuperus/Batrachuperus-pinchonii) and saw that Moupin had been updated to Baoxing County which I was able to find on Google maps! The county had a border but no midpoint, so as with other areas with no given midpoint, I measured a line between the furthest points within the border and took the midpoint from the middle of this marked distance (30.155264, 102.788942- 30.935130, 102.804836= 86.65km)(divided by two = 43.325 (43.3)). Gave midpoint as 30.545057, 102.796738 with extent of 43.3km. The certainty score shows that the specimen is likely to be found within the area given, but given that the locality is vague, it is low. This updated location is within the previous extent, but I have narrowed it down significantly from 635km!",Pawlik,Feb-18,
,,Amphibia,Caudata,Hynobiidae,Batrachuperus pinchonii,Nov-17,,"Type of Salamandrella sinensis Sauvage, 1876 - Original registration 1882.7.14.52",China,"Moupin, China (updated to Baoxing County)",30.545057,102.796738,43.3,50%,2.2,"Moupin (China) returned no results on google maps, but found ""The mammals of Moupin"" (Nature 10, 32-33 1874) which described Moupin as one of the small independent principalities on the west of the Chinese province Sechuan & stated that it was situated amongst the ""Yungling Mountains"" which separate China from Tibet. Googled the mountain range and found they are now known as the ""Yun Range"", running between the Lancang River & Jinsha River (Wikipedia). Then found these localities on google maps (had to move pins to correct adjacent river as they mapped in nearby vegetation). Placed the midpoint between the two river points (27.730735, 99.978493), then measured to furthest point where there are continuous mountains to get the extent. Found that this midpoint is actually very close to ""Yun ling, Deqen, Yunnan, China, which is the locality that shows when ""Yungling Mountains"" is searched in Google maps, the extent from this point to end of continuous mountains also similar. Certainty score low due to lack of locality detail, locality category set to show that this is a mixture between mountain range and district/described area. After all of this, I looked up the species on AMNH (http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Caudata/Hynobiidae/Hynobiinae/Batrachuperus/Batrachuperus-pinchonii) and saw that Moupin had been updated to Baoxing County which I was able to find on Google maps! The county had a border but no midpoint, so as with other areas with no given midpoint, I measured a line between the furthest points within the border and took the midpoint from the middle of this marked distance (30.155264, 102.788942- 30.935130, 102.804836= 86.65km)(divided by two = 43.325 (43.3)). Gave midpoint as 30.545057, 102.796738 with extent of 43.3km. The certainty score shows that the specimen is likely to be found within the area given, but given that the locality is vague, it is low. This updated location is within the previous extent, but I have narrowed it down significantly from 635km!",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Bolitoglossa engelhardti,Nov-17,,"Paratype of Oedipus engelhardti Schmidt, 1936 - Original registration 1937.5.1.8",Guatemala,"Volcan Atitlan, Solola, 7000ft. Guatemala",14.583377,-91.186534,3.14,100%,2.6,Volcan Atitlan instantly showed up when seached in Google maps and was in correct place. Used terrain function to find 7000ft mark by converting ft to metres (google search conversion) then using the measure tool to follow the elevation rings around the mountain at the mid range between 2120-2140m and located furthest point at this elevation. Certainty score shows that specimen is definitely likely to have been found in the given extent as it encompasses the entire volcano and the given collection elevation. ,Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Bolitoglossa engelhardti,Nov-17,,"Paratype of Oedipus engelhardti Schmidt, 1936 - Original registration 1937.5.1.9",Guatemala,"Volcan Atitlan, Solola, 7000ft, Guatemala",14.583609,-91.186737,2.8,100%,2.6,"The volcano showed up instantly on google maps when ""volcan Atitlan"" typed in. I took the midpoint from from the mountain peak (14.583609, -91.186737) and measured the extent to elevation point noted (7000ft= 2134m, I measured to 2080m to encompass this- 14.558744, -91.186751). The certainty score is high as the locality is informative and I believe I have definitely managed to georeference it accurately. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Bolitoglossa flavimembris,Nov-17,,"Paratype of Oedipus flavimembris Schmidt, 1936 - Original registration 1937.5.1.12",Guatemala,"Volcan Tajumulco, San Marcos, 7000ft, Guatemala",15.042724,-91.904511,4.58,100%,2.6,"Volcan Tajumulco instantly showed as a correct locality in Guatemala when searched in Google maps. Converted feet to metres (google search conversion) and recorded midpoint as named mountain, measured extent out from this point to the furthest distance within the selected elevation ring (2120-2140m). Certainty score shows that georeferenced locality encompasses entire description and that specimen should have been found here. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Bolitoglossa franklini,Nov-17,,"Paratype of Oedipus franklini Schmidt, 1936 - Original registration 1937.5.1.13",Guatemala,"Volcan Tajumulco, San Marcos, 5600-5700ft, Guatemala",15.042724,-91.904511,7.85,100%,2.6,"Volcan Tajumulco instantly showed as a correct locality in Guatemala when searched in Google maps. Converted feet to metres  (google search conversion) and recorded midpoint as named mountain, measured extent out from this point to the furthest distance within the selected elevation ring (1706.88-1737.36m). Extent pulled out from named mountain to 1700m to encompass these elevations. Certainty score shows that specimen should have been collected within extent. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Bolitoglossa franklini,Nov-17,,"Paratype of Oedipus franklini Schmidt, 1936 - Original registration 1937.5.1.14",Guatemala,"Volcan Tajumulco, San Marcos, 5600-5700ft",15.042724,-91.904511,7.85,100%,2.6,"Volcan Tajumulco instantly showed as a correct locality in Guatemala when searched in Google maps. Converted feet to metres  (google search conversion) and recorded midpoint as named mountain, measured extent out from this point to the furthest distance within the selected elevation ring (1706.88-1737.36m). Extent pulled out from named mountain to 1700m to encompass these elevations. Certainty score shows that specimen should have been collected within extent. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Bolitoglossa helmrichi,Nov-17,,"Paratype of Oedipus helmrichi  Schmidt, 1936 - Original registration 1937.5.1.7",Guatemala,"Mountains above Finca Samac, west of Coban, Alta Verapaz, Guatemala, 5000ft altitude",15.466663,-90.400002,5.46,50%,2.3,"Type locality originally: ""Samac, Alta Vera Paz""
http://www.tripmondo.com/guatemala/alta-verapaz/samac/gave coordinates for the locality ""Samac"", could see from this that the town had no border. Searching for this species on Amphibian species of the world(http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Caudata/Plethodontidae/Hemidactyliinae/Bolitoglossa/Bolitoglossa-helmrichi)  returned further locality details ""Mountains above Finca Samac west of Coban, Alta Verapaz, Guatemala, 5000ft altitude"". When translated the term ÒFincaÓ refers to an estate or piece of agricultural land, which historically Samac must have been (this was inferred from information at http://trip-suggest.com/guatemala/alta-verapaz/coban/ which stated that the local national park was previously a Finca). The coordinates for Samac could then be used as the midpoint and the extent measured around this to an elevation of 1524m (5000ft in metres) to attempt to encompass the record locality. Certainty score reflects uncertainty of exact locality within extent, this was recorded at the furthest point above and around Samac to the West of Coban at 1540m (no elevations of this height to N/E/S of city- mainly around 1400m)- extent overestimated to compensate for lack of locality record specifity",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Bolitoglossa orestes,Nov-17,,"Holotype of Bolitoglossa orestes Brame and Wake, 1962",Venezuela ,"Culata, 9,810ft (3000m), Cordillera de Merida, Estado de Merida, Venezuela",8.727424,-71.079521,2.56,50%,2.2,"On my first attempt I Googled full locality and found Cordilla de Merida which is composed of several mountain ranges including Sierra la Culata which links to given locality name (Wikipedia: Cordilla de Merida). I then found co-ordinates for this locality (https://geographic.org/geographic_names/name.php?uni=-1397585&fid=6640&c=venezuela), but this was only for single point on the map and due to this locality being a mountain range I used the georeferencing protocol to estimate midpoint and extent to encompass the elevation, giving a better chance of including the locality point. Measured from the start of the mountain range (8.664217, -71.265099) up along the range (which runs through state of Merida) up to town of Trujillo as the range runs through both the state of Trujillo and Merida and the former town is situated within the range (https://eventseeker.com/venue/227435-parque-nacional-sierra-de-la-culata-merida=). Took the centre point of this distance (9.005269, -70.833045) to use as midpoint and noted the extent as the distance to each furthest point. Certainty score reflects overestimation of extent, record locality is more like to be on the left side of the midpoint (coordinates: 9.005269 -70.833045, extent: 59.1km). On my second attempt I looked up Culata, Venezuela, this returned ""Paramo la Culata"" which is a peak within Sierra de la culata which is ""a mountain range in the largest massif in Venezuela the Cardillera de Merida (https://en.wikipedia.org/wiki/Sierra_de_la_Culata). Cordillera de Merida runs throughout the states Tachira, Merida, Barina, Trujilo, Portuguesa and Lara (https://en.wikipedia.org/wiki/Cordillera_de_M%C3%A9rida). But, seeing as only Merida is mentioned, I did not georeference the whole range. Instead I focused on Sierra de la Culata, which runs between the states of Merida and Trujilo, but seeing as only Merida is mentioned i will only georeference this state. I have used ""Paramo la Culata"" as the midpoint (8.766215, -71.109957) and measured the extent from here to the furthest point where there are continuous mountains either side of the midpoint, but only up to the state line of Merida. Whilst doing this, I came across a borded area called ""La Culata"" which fitted the elevation much better and was in the correct place. I placed the midpoint at the named location (8.727424, -71.079521) and measured out to the furthest point within the border (2.56km), the certainty score shows that the specimen should be found within this area, but given that it is small and that there are other places with Culata in their name, I am not 100% certain of this. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Bolitoglossa orestes,Nov-17,,"Paratype of Bolitoglossa orestes Brame and Wake, 1962",Venezuela ,"Culata, 9,810ft (3000m), Cordillera de Merida, Estado de Merida, Venezuela",8.727424,-71.079521,2.56,50%,2.2,"On my first attempt I Googled full locality and found Cordilla de Merida which is composed of several mountain ranges including Sierra la Culata which links to given locality name (Wikipedia: Cordilla de Merida). I then found co-ordinates for this locality (https://geographic.org/geographic_names/name.php?uni=-1397585&fid=6640&c=venezuela), but this was only for single point on the map and due to this locality being a mountain range I used the georeferencing protocol to estimate midpoint and extent to encompass the elevation, giving a better chance of including the locality point. Measured from the start of the mountain range (8.664217, -71.265099) up along the range (which runs through state of Merida) up to town of Trujillo as the range runs through both the state of Trujillo and Merida and the former town is situated within the range (https://eventseeker.com/venue/227435-parque-nacional-sierra-de-la-culata-merida=). Took the centre point of this distance (9.005269, -70.833045) to use as midpoint and noted the extent as the distance to each furthest point. Certainty score reflects overestimation of extent, record locality is more like to be on the left side of the midpoint (coordinates: 9.005269 -70.833045, extent: 59.1km). On my second attempt I looked up Culata, Venezuela, this returned ""Paramo la Culata"" which is a peak within Sierra de la culata which is ""a mountain range in the largest massif in Venezuela the Cardillera de Merida (https://en.wikipedia.org/wiki/Sierra_de_la_Culata). Cordillera de Merida runs throughout the states Tachira, Merida, Barina, Trujilo, Portuguesa and Lara (https://en.wikipedia.org/wiki/Cordillera_de_M%C3%A9rida). But, seeing as only Merida is mentioned, I did not georeference the whole range. Instead I focused on Sierra de la Culata, which runs between the states of Merida and Trujilo, but seeing as only Merida is mentioned i will only georeference this state. I have used ""Paramo la Culata"" as the midpoint (8.766215, -71.109957) and measured the extent from here to the furthest point where there are continuous mountains either side of the midpoint, but only up to the state line of Merida. Whilst doing this, I came across a borded area called ""La Culata"" which fitted the elevation much better and was in the correct place. I placed the midpoint at the named location (8.727424, -71.079521) and measured out to the furthest point within the border (2.56km), the certainty score shows that the specimen should be found within this area, but given that it is small and that there are other places with Culata in their name, I am not 100% certain of this. ",Pawlik,Feb-18,
,,Amphibia,Caudata,Plethodontidae,Bolitoglossa orestes,Nov-17,,"Paratype of Bolitoglossa orestes Brame and Wake, 1962",Venezuela ,"Culata, 9,810ft (3000m), Cordillera de Merida, Estado de Merida, Venezuela",8.727424,-71.079521,2.56,50%,2.2,"On my first attempt I Googled full locality and found Cordilla de Merida which is composed of several mountain ranges including Sierra la Culata which links to given locality name (Wikipedia: Cordilla de Merida). I then found co-ordinates for this locality (https://geographic.org/geographic_names/name.php?uni=-1397585&fid=6640&c=venezuela), but this was only for single point on the map and due to this locality being a mountain range I used the georeferencing protocol to estimate midpoint and extent to encompass the elevation, giving a better chance of including the locality point. Measured from the start of the mountain range (8.664217, -71.265099) up along the range (which runs through state of Merida) up to town of Trujillo as the range runs through both the state of Trujillo and Merida and the former town is situated within the range (https://eventseeker.com/venue/227435-parque-nacional-sierra-de-la-culata-merida=). Took the centre point of this distance (9.005269, -70.833045) to use as midpoint and noted the extent as the distance to each furthest point. Certainty score reflects overestimation of extent, record locality is more like to be on the left side of the midpoint (coordinates: 9.005269 -70.833045, extent: 59.1km). On my second attempt I looked up Culata, Venezuela, this returned ""Paramo la Culata"" which is a peak within Sierra de la culata which is ""a mountain range in the largest massif in Venezuela the Cardillera de Merida (https://en.wikipedia.org/wiki/Sierra_de_la_Culata). Cordillera de Merida runs throughout the states Tachira, Merida, Barina, Trujilo, Portuguesa and Lara (https://en.wikipedia.org/wiki/Cordillera_de_M%C3%A9rida). But, seeing as only Merida is mentioned, I did not georeference the whole range. Instead I focused on Sierra de la Culata, which runs between the states of Merida and Trujilo, but seeing as only Merida is mentioned i will only georeference this state. I have used ""Paramo la Culata"" as the midpoint (8.766215, -71.109957) and measured the extent from here to the furthest point where there are continuous mountains either side of the midpoint, but only up to the state line of Merida. Whilst doing this, I came across a borded area called ""La Culata"" which fitted the elevation much better and was in the correct place. I placed the midpoint at the named location (8.727424, -71.079521) and measured out to the furthest point within the border (2.56km), the certainty score shows that the specimen should be found within this area, but given that it is small and that there are other places with Culata in their name, I am not 100% certain of this. ",Pawlik,Feb-18,
